betapwr,Run,Chan
1.57305109905765,1,ZERO_THREE_LEFT
1.45497262185551,1,ZERO_THREE_LEFT
0.997501537853926,1,ZERO_THREE_LEFT
1.45852009948375,1,ZERO_THREE_LEFT
1.25405249568405,1,ZERO_THREE_LEFT
1.17428371922728,1,ZERO_THREE_LEFT
1.55604920335172,1,ZERO_THREE_LEFT
1.66708042618253,1,ZERO_THREE_LEFT
1.3627797861115,1,ZERO_THREE_LEFT
1.23914150852601,1,ZERO_THREE_LEFT
1.62725514548235,1,ZERO_THREE_LEFT
1.33093609835223,1,ZERO_THREE_LEFT
1.74948181552028,1,ZERO_THREE_LEFT
1.65333648809536,1,ZERO_THREE_LEFT
1.61489184329643,1,ZERO_THREE_LEFT
1.40939739055423,1,ZERO_THREE_LEFT
1.34870209531256,1,ZERO_THREE_LEFT
1.13954260755729,2,ZERO_THREE_LEFT
1.82584999606878,2,ZERO_THREE_LEFT
0.995626715725076,2,ZERO_THREE_LEFT
1.41631858193114,2,ZERO_THREE_LEFT
1.25668865215898,2,ZERO_THREE_LEFT
1.46414130826496,2,ZERO_THREE_LEFT
1.4803502189896,2,ZERO_THREE_LEFT
1.2967357178516,2,ZERO_THREE_LEFT
1.29240136383522,2,ZERO_THREE_LEFT
1.4841704850199,2,ZERO_THREE_LEFT
1.46855228389187,2,ZERO_THREE_LEFT
1.35105792378067,2,ZERO_THREE_LEFT
1.4180744927091,2,ZERO_THREE_LEFT
1.84030141942427,2,ZERO_THREE_LEFT
1.28881189114654,2,ZERO_THREE_LEFT
1.44930995295106,2,ZERO_THREE_LEFT
1.325944298602,2,ZERO_THREE_LEFT
1.11349031329668,3,ZERO_THREE_LEFT
0.97990373232169,3,ZERO_THREE_LEFT
1.17134086428134,3,ZERO_THREE_LEFT
1.09373671168034,3,ZERO_THREE_LEFT
1.23739731788328,3,ZERO_THREE_LEFT
1.55640900269388,3,ZERO_THREE_LEFT
1.13831846311,3,ZERO_THREE_LEFT
1.57059441915012,3,ZERO_THREE_LEFT
1.49204161345203,3,ZERO_THREE_LEFT
1.21856175127589,3,ZERO_THREE_LEFT
1.3241611760697,3,ZERO_THREE_LEFT
1.85585304238118,3,ZERO_THREE_LEFT
1.51120605910245,3,ZERO_THREE_LEFT
1.79400856521742,3,ZERO_THREE_LEFT
1.26572116079132,3,ZERO_THREE_LEFT
1.09174144438013,3,ZERO_THREE_LEFT
1.33786546048333,3,ZERO_THREE_LEFT
1.64427242147276,1,ONE_THREE_LEFT
1.67038507478671,1,ONE_THREE_LEFT
1.25043722672262,1,ONE_THREE_LEFT
1.62000294846168,1,ONE_THREE_LEFT
1.47902220158028,1,ONE_THREE_LEFT
1.48007967554284,1,ONE_THREE_LEFT
1.7153911144178,1,ONE_THREE_LEFT
1.53216826235743,1,ONE_THREE_LEFT
1.52001712001742,1,ONE_THREE_LEFT
1.43401908643129,1,ONE_THREE_LEFT
1.8331478348993,1,ONE_THREE_LEFT
1.46435695773207,1,ONE_THREE_LEFT
1.84474713216723,1,ONE_THREE_LEFT
1.89600086176307,1,ONE_THREE_LEFT
1.72484765447755,1,ONE_THREE_LEFT
1.58829731430679,1,ONE_THREE_LEFT
1.63729238388582,1,ONE_THREE_LEFT
1.60115938289876,2,ONE_THREE_LEFT
1.55471903739811,2,ONE_THREE_LEFT
1.21325859804211,2,ONE_THREE_LEFT
1.56009506082458,2,ONE_THREE_LEFT
1.61259114006011,2,ONE_THREE_LEFT
1.9019372791829,2,ONE_THREE_LEFT
1.73539250422441,2,ONE_THREE_LEFT
1.25407652314417,2,ONE_THREE_LEFT
1.69970335013305,2,ONE_THREE_LEFT
1.86417939417902,2,ONE_THREE_LEFT
1.51962535619181,2,ONE_THREE_LEFT
1.43384401695431,2,ONE_THREE_LEFT
1.75175564076738,2,ONE_THREE_LEFT
2.27374689551557,2,ONE_THREE_LEFT
1.84275402826952,2,ONE_THREE_LEFT
1.86580094308237,2,ONE_THREE_LEFT
1.85270061980655,2,ONE_THREE_LEFT
1.43391900186809,3,ONE_THREE_LEFT
1.22533991454597,3,ONE_THREE_LEFT
1.39625282438719,3,ONE_THREE_LEFT
1.22841666443331,3,ONE_THREE_LEFT
1.44670274622625,3,ONE_THREE_LEFT
1.51682177281585,3,ONE_THREE_LEFT
1.36114280637687,3,ONE_THREE_LEFT
1.86965527831815,3,ONE_THREE_LEFT
1.8302444674887,3,ONE_THREE_LEFT
1.52482387502469,3,ONE_THREE_LEFT
1.66510506267526,3,ONE_THREE_LEFT
1.99295956752669,3,ONE_THREE_LEFT
1.81732345272638,3,ONE_THREE_LEFT
1.87954884303292,3,ONE_THREE_LEFT
1.55743734249898,3,ONE_THREE_LEFT
1.32455824443629,3,ONE_THREE_LEFT
1.39331979079333,3,ONE_THREE_LEFT
1.34036902958484,1,ZERO_TWO_LEFT
1.53604379152654,1,ZERO_TWO_LEFT
1.02329713770814,1,ZERO_TWO_LEFT
1.39966466849779,1,ZERO_TWO_LEFT
1.46226012060543,1,ZERO_TWO_LEFT
1.32139271450759,1,ZERO_TWO_LEFT
1.73398149421399,1,ZERO_TWO_LEFT
1.75035627667391,1,ZERO_TWO_LEFT
1.39262085821435,1,ZERO_TWO_LEFT
1.21342619472532,1,ZERO_TWO_LEFT
1.57376453744657,1,ZERO_TWO_LEFT
1.36838391291196,1,ZERO_TWO_LEFT
1.67029144308146,1,ZERO_TWO_LEFT
1.77208235323028,1,ZERO_TWO_LEFT
1.73725958588952,1,ZERO_TWO_LEFT
1.4861096042076,1,ZERO_TWO_LEFT
1.43920316542247,1,ZERO_TWO_LEFT
1.1747457878014,2,ZERO_TWO_LEFT
1.68146742130203,2,ZERO_TWO_LEFT
1.05118855795762,2,ZERO_TWO_LEFT
1.33900888222703,2,ZERO_TWO_LEFT
1.28219244945805,2,ZERO_TWO_LEFT
1.57717313455778,2,ZERO_TWO_LEFT
1.37527682910177,2,ZERO_TWO_LEFT
1.15189626605798,2,ZERO_TWO_LEFT
1.19425431160467,2,ZERO_TWO_LEFT
1.43334653448341,2,ZERO_TWO_LEFT
1.57044406296582,2,ZERO_TWO_LEFT
1.35713079543455,2,ZERO_TWO_LEFT
1.57507582405389,2,ZERO_TWO_LEFT
2.00307014824354,2,ZERO_TWO_LEFT
1.36811857350993,2,ZERO_TWO_LEFT
1.4112081871006,2,ZERO_TWO_LEFT
1.44246712415014,2,ZERO_TWO_LEFT
1.07790444369311,3,ZERO_TWO_LEFT
1.01847417493106,3,ZERO_TWO_LEFT
1.29261976910839,3,ZERO_TWO_LEFT
1.11192835529069,3,ZERO_TWO_LEFT
1.28829047628762,3,ZERO_TWO_LEFT
1.59529239340646,3,ZERO_TWO_LEFT
1.08082885560944,3,ZERO_TWO_LEFT
1.86980345182813,3,ZERO_TWO_LEFT
1.61336020769682,3,ZERO_TWO_LEFT
1.53389948602179,3,ZERO_TWO_LEFT
1.45820790135333,3,ZERO_TWO_LEFT
1.74133619988671,3,ZERO_TWO_LEFT
1.65736540815636,3,ZERO_TWO_LEFT
1.69077614575569,3,ZERO_TWO_LEFT
1.4512002836361,3,ZERO_TWO_LEFT
1.17876405608294,3,ZERO_TWO_LEFT
1.43438525006442,3,ZERO_TWO_LEFT
1.63529098247434,1,ZERO_AND_ONE
1.96405909488616,1,ZERO_AND_ONE
1.91231812774994,1,ZERO_AND_ONE
1.77820626423409,1,ZERO_AND_ONE
2.29529738097291,1,ZERO_AND_ONE
2.29618291945638,1,ZERO_AND_ONE
2.26498935847039,1,ZERO_AND_ONE
1.97917370677557,1,ZERO_AND_ONE
2.00354816900177,1,ZERO_AND_ONE
1.77984508679048,1,ZERO_AND_ONE
1.9283630337154,1,ZERO_AND_ONE
1.84629313178194,1,ZERO_AND_ONE
2.06856818547196,1,ZERO_AND_ONE
1.9182699207904,1,ZERO_AND_ONE
1.95588239870933,1,ZERO_AND_ONE
2.34584206384115,1,ZERO_AND_ONE
1.83944507488269,1,ZERO_AND_ONE
2.12498191513623,2,ZERO_AND_ONE
2.15242578214034,2,ZERO_AND_ONE
1.84467732535983,2,ZERO_AND_ONE
2.16943203446144,2,ZERO_AND_ONE
2.58340605059588,2,ZERO_AND_ONE
2.37846581499979,2,ZERO_AND_ONE
2.52217085777859,2,ZERO_AND_ONE
2.06767024297228,2,ZERO_AND_ONE
1.94506241904522,2,ZERO_AND_ONE
2.13554541934,2,ZERO_AND_ONE
2.08371190193389,2,ZERO_AND_ONE
2.25530635329291,2,ZERO_AND_ONE
2.17275902595076,2,ZERO_AND_ONE
2.00262584211121,2,ZERO_AND_ONE
2.12051902851684,2,ZERO_AND_ONE
2.26326701543673,2,ZERO_AND_ONE
1.87944825390816,2,ZERO_AND_ONE
1.97148621501864,3,ZERO_AND_ONE
1.82834235672723,3,ZERO_AND_ONE
2.0750728025278,3,ZERO_AND_ONE
2.17920079867441,3,ZERO_AND_ONE
2.23083741989131,3,ZERO_AND_ONE
2.15085199512911,3,ZERO_AND_ONE
2.12434401287592,3,ZERO_AND_ONE
2.0611159963374,3,ZERO_AND_ONE
2.23063882823955,3,ZERO_AND_ONE
2.68282462872587,3,ZERO_AND_ONE
2.36691067413535,3,ZERO_AND_ONE
2.15987567049582,3,ZERO_AND_ONE
1.88913216725675,3,ZERO_AND_ONE
2.17765100563437,3,ZERO_AND_ONE
2.22601429963861,3,ZERO_AND_ONE
2.36641875352873,3,ZERO_AND_ONE
2.29506614523391,3,ZERO_AND_ONE
1.92583923989885,1,ONE_AND_TWO
1.59434506681388,1,ONE_AND_TWO
1.15529204350526,1,ONE_AND_TWO
1.35478963103148,1,ONE_AND_TWO
1.55474756697548,1,ONE_AND_TWO
1.65169749312684,1,ONE_AND_TWO
1.47723095425107,1,ONE_AND_TWO
1.15859642212629,1,ONE_AND_TWO
1.98920015485837,1,ONE_AND_TWO
2.17402713051121,1,ONE_AND_TWO
1.68320047652997,1,ONE_AND_TWO
1.6041190370747,1,ONE_AND_TWO
1.80840892584628,1,ONE_AND_TWO
1.92598314484996,1,ONE_AND_TWO
1.91944979290472,1,ONE_AND_TWO
1.68027050771872,1,ONE_AND_TWO
1.96464508383875,1,ONE_AND_TWO
1.50685467007179,2,ONE_AND_TWO
1.82871362908202,2,ONE_AND_TWO
1.93206591339169,2,ONE_AND_TWO
1.45721887302738,2,ONE_AND_TWO
1.86924113293916,2,ONE_AND_TWO
1.46021436724863,2,ONE_AND_TWO
1.51070278356615,2,ONE_AND_TWO
1.59281364817401,2,ONE_AND_TWO
1.69631367679028,2,ONE_AND_TWO
1.65058958629301,2,ONE_AND_TWO
1.69216153122152,2,ONE_AND_TWO
1.58043808732935,2,ONE_AND_TWO
1.97678418627732,2,ONE_AND_TWO
1.81363058012506,2,ONE_AND_TWO
1.85526900742185,2,ONE_AND_TWO
1.73029363791444,2,ONE_AND_TWO
1.45835360197235,2,ONE_AND_TWO
1.12584194341018,3,ONE_AND_TWO
1.26473728032342,3,ONE_AND_TWO
1.12652237067109,3,ONE_AND_TWO
1.21312589156505,3,ONE_AND_TWO
1.40573452797896,3,ONE_AND_TWO
1.76311784129885,3,ONE_AND_TWO
1.68996116550453,3,ONE_AND_TWO
1.36837268489124,3,ONE_AND_TWO
1.54001332841603,3,ONE_AND_TWO
1.4694708776209,3,ONE_AND_TWO
1.55099110509186,3,ONE_AND_TWO
1.80843501798867,3,ONE_AND_TWO
1.2946494485793,3,ONE_AND_TWO
1.94756695757608,3,ONE_AND_TWO
1.74918426381667,3,ONE_AND_TWO
1.81073114180961,3,ONE_AND_TWO
1.67517902208109,3,ONE_AND_TWO
1.9645361858157,1,TWO_AND_THREE
2.25568620571206,1,TWO_AND_THREE
2.366790899981,1,TWO_AND_THREE
2.39771920879334,1,TWO_AND_THREE
2.1834570588582,1,TWO_AND_THREE
2.25310415082885,1,TWO_AND_THREE
2.35626713419255,1,TWO_AND_THREE
2.4021564773796,1,TWO_AND_THREE
2.32222754565448,1,TWO_AND_THREE
2.31960603613083,1,TWO_AND_THREE
2.32998059373251,1,TWO_AND_THREE
2.52411372126549,1,TWO_AND_THREE
2.51959951779256,1,TWO_AND_THREE
2.2954490069089,1,TWO_AND_THREE
2.48769663905549,1,TWO_AND_THREE
2.57373823970115,1,TWO_AND_THREE
2.39786338625526,1,TWO_AND_THREE
2.55820576885557,2,TWO_AND_THREE
2.26439241626388,2,TWO_AND_THREE
2.3664911630963,2,TWO_AND_THREE
2.27263138512705,2,TWO_AND_THREE
2.12102066552654,2,TWO_AND_THREE
2.12689935940816,2,TWO_AND_THREE
2.22321602385422,2,TWO_AND_THREE
2.41601324675438,2,TWO_AND_THREE
2.58443954593554,2,TWO_AND_THREE
2.12311749642915,2,TWO_AND_THREE
2.28763864294009,2,TWO_AND_THREE
2.31980991496492,2,TWO_AND_THREE
2.5878236433956,2,TWO_AND_THREE
2.87832818435041,2,TWO_AND_THREE
2.42065268791495,2,TWO_AND_THREE
2.36572542140814,2,TWO_AND_THREE
2.13010840606098,2,TWO_AND_THREE
2.41421419384031,3,TWO_AND_THREE
2.08463928055529,3,TWO_AND_THREE
2.20417007282699,3,TWO_AND_THREE
2.38818680196946,3,TWO_AND_THREE
2.19893210764431,3,TWO_AND_THREE
2.36211718958124,3,TWO_AND_THREE
2.47810007161495,3,TWO_AND_THREE
2.33223950638751,3,TWO_AND_THREE
2.38696198584331,3,TWO_AND_THREE
2.2760736841306,3,TWO_AND_THREE
2.5945124604868,3,TWO_AND_THREE
2.75184961248658,3,TWO_AND_THREE
2.53905095990051,3,TWO_AND_THREE
2.62027818024153,3,TWO_AND_THREE
2.18667257694854,3,TWO_AND_THREE
2.36026031421262,3,TWO_AND_THREE
2.342051209328,3,TWO_AND_THREE
